場號,部門,客戶代碼,銷售別,銷售日期,實售總頭數,合計市場磅重,實售總金額,銷售廠號,異動日期,建檔者日期,豬類
66,68,4885,40,2016-11-01,50,5587.5,402465,25,2016-11-26,2016-11-26,44
66,68,4889,40,2016-11-01,50,5553.5,391847,25,2016-11-26,2016-11-26,44
66,68,4885,40,2016-11-05,100,11691.5,881750,25,2016-11-26,2016-11-26,44
66,68,4885,40,2016-11-09,100,11243,825492,25,2016-11-26,2016-11-26,44
66,68,4889,40,2016-11-11,100,11853.5,893979,25,2016-11-26,2016-11-26,44
66,68,4885,40,2016-11-17,50,5781.5,431865,25,2016-11-26,2016-11-26,44
66,68,4889,40,2016-11-17,50,5676.5,400428,25,2016-11-26,2016-11-26,44
66,68,4889,40,2016-11-22,50,6088,438050,25,2016-11-26,2016-11-26,44
66,68,4885,40,2016-11-22,50,5358,381281,25,2016-11-26,2016-11-26,44
66,68,7079,70,2016-11-23,100,9584.1,809071,08,2016-11-28,2016-11-28,44
66,68,4883,40,2016-11-16,50,5950.5,428256,35,2016-11-29,2016-11-29,44
66,68,4811,40,2016-11-16,50,6133.6,440346,35,2016-11-29,2016-11-29,44
66,68,4883,40,2016-11-25,50,6098.5,431800,35,2016-11-29,2016-11-29,44
66,68,4811,40,2016-11-28,50,5958.2,426609,35,2016-11-29,2016-11-29,44
66,68,4883,40,2016-11-28,50,5996,425414,35,2016-11-29,2016-11-29,44
66,68,7079,70,2016-12-01,100,9319,772290,08,2016-12-23,2016-12-14,44
66,68,0999,41,2016-12-08,24,1584,82856,66,2016-12-14,2016-12-14,44
66,68,4811,40,2016-12-01,50,6172.2,461919,35,2016-12-16,2016-12-16,44
66,68,4811,40,2016-12-05,50,5800.6,444906,35,2016-12-16,2016-12-16,44
66,68,7079,70,2016-12-11,100,9627.4,834095,08,2016-12-26,2016-12-16,44
66,68,7079,70,2016-12-06,100,9258.3,798398,08,2016-12-23,2016-12-16,44
66,68,7079,70,2016-12-15,50,4757.4,413792,08,2016-12-28,2016-12-16,44
66,68,4811,40,2016-12-14,50,5987.8,455534,35,2016-12-21,2016-12-21,44
66,68,4889,40,2016-12-01,50,5908,444353,25,2016-12-23,2016-12-23,44
66,68,4885,40,2016-12-01,50,5880,430558,25,2016-12-23,2016-12-23,44
66,68,4889,40,2016-12-03,100,12127,881088,25,2016-12-23,2016-12-23,44
66,68,4889,40,2016-12-06,50,6106.5,450138,25,2016-12-23,2016-12-23,44
66,68,4885,40,2016-12-06,44,5245.5,408691,25,2016-12-23,2016-12-23,44
66,68,4885,41,2016-12-06,6,806.5,59014,25,2016-12-23,2016-12-23,46
66,68,4889,41,2016-12-10,6,816.5,56854,25,2016-12-23,2016-12-23,46
66,68,4889,40,2016-12-10,44,5321.5,387952,25,2016-12-23,2016-12-23,44
66,68,4885,40,2016-12-10,50,6382,493943,25,2016-12-23,2016-12-23,44
66,68,4885,40,2016-12-14,100,11863.5,935189,25,2016-12-23,2016-12-23,44
66,68,4883,41,2016-12-01,18,3930,160050,35,2016-12-23,2016-12-23,46
66,68,7079,70,2016-12-18,100,9443.8,840358,08,2016-12-28,2016-12-27,44
66,68,4885,40,2016-12-20,50,6198.5,475106,25,2016-12-28,2016-12-28,44
66,68,4889,40,2016-12-20,50,6033,463593,25,2016-12-28,2016-12-28,44
66,68,4885,40,2016-12-24,100,12064,940952,25,2016-12-28,2016-12-28,44
66,68,4811,40,2016-12-19,50,6213.6,498608,35,2016-12-28,2016-12-28,44
66,68,4811,40,2016-12-21,50,6250.4,491648,35,2016-12-28,2016-12-28,44
66,68,4811,40,2016-12-26,50,5682,433176,35,2016-12-29,2016-12-29,44
66,68,7079,70,2016-12-27,100,9122.6,824512,08,2016-12-30,2016-12-29,44
66,68,0999,41,2016-12-23,40,1591,78541,66,2016-12-30,2016-12-30,44
66,69,4883,40,2016-01-01,50,6578,466763,35,2016-01-08,2016-01-08,44
66,69,4811,40,2016-01-01,50,6205.8,449817,35,2016-01-08,2016-01-08,44
66,69,0999,41,2016-01-06,5,761,22924,66,2016-01-08,2016-01-08,45
66,69,7079,70,2016-01-03,50,4644.9,383312,08,2016-01-29,2016-01-11,44
66,69,4883,40,2016-01-09,50,6511.5,474911,35,2016-01-12,2016-01-12,44
66,69,4811,40,2016-01-09,50,6278.6,467784,35,2016-01-12,2016-01-12,44
66,69,4885,40,2016-01-07,50,6229.5,449925,25,2016-01-12,2016-01-12,44
66,69,4889,40,2016-01-07,46,5703.5,417840,25,2016-01-12,2016-01-12,44
66,69,4889,41,2016-01-07,4,612.5,40928,25,2016-01-12,2016-01-12,46
66,69,4882,40,2016-01-05,100,11912.5,889128,25,2016-01-12,2016-01-12,44
66,69,4883,40,2016-01-11,50,5903.5,444320,35,2016-01-15,2016-01-15,44
66,69,4811,40,2016-01-11,50,5713.6,433392,35,2016-01-15,2016-01-15,44
66,69,7079,70,2016-01-06,50,4356.2,356430,08,2016-01-29,2016-01-15,44
66,69,4882,40,2016-01-15,100,11130,789266,25,2016-01-18,2016-01-18,44
66,69,4883,41,2016-01-14,25,5343,257213,35,2016-01-18,2016-01-18,46
66,69,7079,70,2016-01-11,50,4457.8,370931,08,2016-01-29,2016-01-18,44
66,69,4883,40,2016-01-15,50,5706,416742,35,2016-01-19,2016-01-19,44
66,69,4811,40,2016-01-14,50,6043.8,457872,35,2016-01-19,2016-01-19,44
66,69,4811,40,2016-01-15,50,5934.6,402342,35,2016-01-19,2016-01-19,44
66,69,7079,70,2016-01-17,50,4483.3,369183,08,2016-01-29,2016-01-20,44
66,69,4811,40,2016-01-20,50,5786.8,421389,35,2016-01-23,2016-01-23,44
66,69,4885,40,2016-01-13,100,11800.5,890754,25,2016-01-23,2016-01-23,44
66,69,4889,40,2016-01-16,50,5880,425775,25,2016-01-23,2016-01-23,44
66,69,4885,40,2016-01-16,50,5735.5,411439,25,2016-01-23,2016-01-23,44
66,69,4885,40,2016-01-20,50,5376.5,396597,25,2016-01-23,2016-01-23,44
66,69,4889,40,2016-01-20,50,5472,375424,25,2016-01-23,2016-01-23,44
66,69,4883,40,2016-01-22,50,5410.5,388687,35,2016-01-26,2016-01-26,44
66,69,4811,40,2016-01-22,50,5557.2,402157,35,2016-01-26,2016-01-26,44
66,69,4882,40,2016-01-22,100,11212.5,803484,25,2016-01-27,2016-01-27,44
66,69,4889,40,2016-01-27,50,5634.5,420053,25,2016-01-29,2016-01-28,44
66,69,4885,40,2016-01-27,50,5663,416538,25,2016-01-29,2016-01-28,44
66,69,7079,70,2016-01-21,50,4504.9,370292,08,2016-01-29,2016-01-28,44
66,69,7079,70,2016-01-25,50,4315.8,351886,08,2016-01-29,2016-01-28,44
66,69,7079,70,2016-01-27,50,4463.8,367026,08,2016-01-30,2016-01-28,44
66,69,4883,40,2016-01-25,50,5737,420965,35,2016-01-29,2016-01-29,44
66,69,7079,70,2016-01-29,50,4398.9,359448,08,2016-01-30,2016-01-30,44
66,69,4882,40,2016-02-02,100,10961.5,808929,25,2016-02-15,2016-02-15,44
66,69,4811,40,2016-02-02,50,5570.6,400723,35,2016-02-19,2016-02-19,44
66,69,4883,40,2016-02-02,50,5519,414839,35,2016-02-19,2016-02-19,44
66,69,0999,41,2016-02-04,13,1822,61555,66,2016-02-19,2016-02-19,46
66,69,4889,40,2016-02-05,98,10790.5,785854,25,2016-02-22,2016-02-22,44
66,69,4889,41,2016-02-05,2,394.5,16336,25,2016-02-22,2016-02-22,46
66,69,4882,40,2016-02-17,50,5810.5,395246,25,2016-02-22,2016-02-22,44
66,69,7079,70,2016-02-17,50,4651.3,385804,08,2016-02-25,2016-02-23,44
66,69,7079,70,2016-02-18,50,4651.8,391234,08,2016-02-26,2016-02-23,44
66,69,7079,70,2016-02-24,50,4720.5,383426,08,2016-02-26,2016-02-25,44
66,69,4811,40,2016-02-05,50,5578.2,411666,35,2016-02-26,2016-02-26,44
66,69,4885,40,2016-02-24,50,5574.5,410077,25,2016-02-26,2016-02-26,44
66,69,4889,40,2016-02-24,50,5819.5,385306,25,2016-02-26,2016-02-26,44
66,69,4883,40,2016-02-19,50,5700.5,401211,35,2016-02-27,2016-02-27,44
66,69,4811,40,2016-02-19,50,5800.2,410689,35,2016-02-27,2016-02-27,44
66,69,4811,40,2016-02-26,50,6147.6,403846,35,2016-02-27,2016-02-27,44
66,69,4883,40,2016-02-26,50,5681,389583,35,2016-02-29,2016-02-27,44
66,69,4882,40,2016-03-04,100,11706,801279,25,2016-03-08,2016-03-08,44
66,69,0999,41,2016-03-09,16,715,39089,66,2016-03-09,2016-03-09,44
66,69,0999,41,2016-03-09,28,4620,206460,66,2016-03-09,2016-03-09,46
66,69,4885,40,2016-03-02,50,6030.5,402012,25,2016-03-13,2016-03-13,44
66,69,4889,40,2016-03-07,100,12351.5,840835,25,2016-03-13,2016-03-13,44
66,69,4885,40,2016-03-09,100,12078,834352,25,2016-03-13,2016-03-13,44
66,69,4883,40,2016-03-01,50,5824.5,421636,35,2016-03-14,2016-03-14,44
66,69,4883,40,2016-03-08,50,5796,408693,35,2016-03-14,2016-03-14,44
66,69,4811,40,2016-03-01,50,6082.2,416168,35,2016-03-14,2016-03-14,44
66,69,4883,41,2016-03-03,42,9048.5,401906,35,2016-03-14,2016-03-14,46
66,69,4882,40,2016-03-11,100,11893,790920,25,2016-03-15,2016-03-15,44
66,69,7079,70,2016-03-01,50,4768.9,381302,08,2016-03-21,2016-03-16,44
66,69,7079,70,2016-03-07,50,4665.4,370267,08,2016-03-21,2016-03-17,44
66,69,4890,40,2016-03-16,100,12167,802147,25,2016-03-18,2016-03-18,44
66,69,4811,40,2016-03-11,50,5933,423953,35,2016-03-18,2016-03-18,44
66,69,4883,40,2016-03-11,50,5783,398548,35,2016-03-18,2016-03-18,44
66,69,7079,70,2016-03-14,50,4924.3,377749,08,2016-03-21,2016-03-18,44
66,69,7079,70,2016-03-23,50,4605.8,364647,08,2016-03-31,2016-03-24,44
66,69,4889,40,2016-03-15,95,11499,756344,25,2016-03-26,2016-03-26,44
66,69,4889,41,2016-03-15,5,797,37055,25,2016-03-26,2016-03-26,46
66,69,4885,40,2016-03-19,100,11804,820509,25,2016-03-26,2016-03-26,44
66,69,4889,40,2016-03-21,100,12044.5,812873,25,2016-03-26,2016-03-26,44
66,69,4811,40,2016-03-18,50,6057.2,412499,35,2016-03-29,2016-03-29,44
66,69,4811,40,2016-03-23,50,6117.6,402817,35,2016-03-29,2016-03-29,44
66,69,4883,40,2016-03-18,50,5716.5,401177,35,2016-03-29,2016-03-29,44
66,69,4883,40,2016-03-21,50,5741.5,409012,35,2016-03-29,2016-03-29,44
66,69,4883,40,2016-03-23,50,5921,396536,35,2016-03-29,2016-03-29,44
66,69,4885,40,2016-03-26,100,12034,913437,25,2016-03-29,2016-03-29,44
66,69,0999,41,2016-04-06,5,200,10512,66,2016-04-07,2016-04-07,44
66,69,0999,41,2016-04-06,30,4967,235771,66,2016-04-07,2016-04-07,46
66,69,4885,40,2016-04-01,50,6148.5,424651,25,2016-04-14,2016-04-14,44
66,69,4889,40,2016-04-01,50,6517,421474,25,2016-04-14,2016-04-14,44
66,69,4885,40,2016-04-09,100,12730.5,865881,25,2016-04-14,2016-04-14,44
66,69,4889,40,2016-04-11,100,12289.5,841038,25,2016-04-14,2016-04-14,44
66,69,4883,40,2016-04-08,50,6166.5,437732,35,2016-04-19,2016-04-19,44
66,69,4883,40,2016-04-12,50,6435,406614,35,2016-04-19,2016-04-19,44
66,69,4811,40,2016-04-08,50,6234.8,448504,35,2016-04-19,2016-04-19,44
66,69,4811,40,2016-04-12,50,6378.2,427879,35,2016-04-19,2016-04-19,44
66,69,7079,70,2016-04-06,50,4743.2,377009,08,2016-04-28,2016-04-19,44
66,69,7079,70,2016-04-11,50,4824.3,383284,08,2016-04-28,2016-04-20,44
66,69,7079,70,2016-04-15,50,4758.8,379385,08,2016-04-28,2016-04-20,44
66,69,4882,40,2016-04-19,100,11855,818194,25,2016-04-22,2016-04-22,44
66,69,4883,40,2016-04-14,50,6121.5,427131,35,2016-04-25,2016-04-25,44
66,69,4883,40,2016-04-18,50,6085,435196,35,2016-04-25,2016-04-25,44
66,69,4811,40,2016-04-14,50,6211.2,431909,35,2016-04-25,2016-04-25,44
66,69,4811,40,2016-04-18,50,6144,427371,35,2016-04-25,2016-04-25,44
66,69,4885,40,2016-04-14,100,12408.5,832098,25,2016-04-26,2016-04-26,44
66,69,4889,40,2016-04-20,45,5539,393200,25,2016-04-26,2016-04-26,44
66,69,4889,41,2016-04-20,5,661,40884,25,2016-04-26,2016-04-26,46
66,69,4885,40,2016-04-20,50,6198.5,437167,25,2016-04-26,2016-04-26,44
66,69,4889,40,2016-04-25,100,12405.5,840271,25,2016-04-28,2016-04-26,44
66,69,7079,70,2016-04-18,50,4664.7,364301,08,2016-04-28,2016-04-26,44
66,69,7079,70,2016-04-24,50,4776.5,373180,08,2016-04-28,2016-04-27,44
66,69,4883,40,2016-04-25,50,6022.5,430095,35,2016-04-29,2016-04-29,44
66,69,4811,40,2016-04-22,50,6032.4,427201,35,2016-04-29,2016-04-29,44
66,69,4811,40,2016-04-25,50,6167.8,431253,35,2016-04-29,2016-04-29,44
66,69,4883,40,2016-04-28,50,5988.5,432327,35,2016-04-29,2016-04-29,44
66,69,4811,40,2016-04-28,50,5990.4,411568,35,2016-04-29,2016-04-29,44
66,69,0999,41,2016-05-10,23,4180,203415,66,2016-05-10,2016-05-10,46
66,69,4885,40,2016-05-07,100,12094,876318,25,2016-05-12,2016-05-12,44
66,69,4890,40,2016-05-09,50,6340.5,450232,25,2016-05-13,2016-05-13,44
66,69,4882,40,2016-05-04,100,12141.5,841202,25,2016-05-13,2016-05-13,44
66,69,4883,40,2016-05-03,50,6052,420461,35,2016-05-16,2016-05-16,44
66,69,4883,40,2016-05-06,50,6162,448721,35,2016-05-16,2016-05-16,44
66,69,4883,40,2016-05-12,50,6046.5,438520,35,2016-05-16,2016-05-16,44
66,69,4811,40,2016-05-03,50,6033,412853,35,2016-05-16,2016-05-16,44
66,69,4811,40,2016-05-04,50,6137.2,422231,35,2016-05-16,2016-05-16,44
66,69,4811,40,2016-05-06,50,6159.4,445671,35,2016-05-16,2016-05-16,44
66,69,4811,40,2016-05-09,50,5990,426200,35,2016-05-16,2016-05-16,44
66,69,4811,40,2016-05-12,50,5906.2,439327,35,2016-05-16,2016-05-16,44
66,69,7079,70,2016-05-10,50,4765.4,390331,08,2016-05-26,2016-05-19,44
66,69,7079,70,2016-05-12,49,4605.3,376762,08,2016-05-26,2016-05-19,44
66,69,4890,40,2016-05-19,50,6084.5,440185,25,2016-05-30,2016-05-20,44
66,69,7079,70,2016-05-17,50,4687.9,386263,08,2016-05-27,2016-05-23,44
66,69,7079,70,2016-05-19,50,4729.5,391025,08,2016-05-27,2016-05-23,44
66,69,4811,40,2016-05-17,50,6213.4,461845,35,2016-05-24,2016-05-24,44
66,69,4811,40,2016-05-18,50,6026,450689,35,2016-05-24,2016-05-24,44
66,69,4883,40,2016-05-17,50,6142.5,442184,35,2016-05-24,2016-05-24,44
66,69,4883,40,2016-05-18,50,6150.5,456956,35,2016-05-24,2016-05-24,44
66,69,4889,40,2016-05-12,98,11745,820648,25,2016-05-26,2016-05-26,44
66,69,4889,41,2016-05-12,2,264,16949,25,2016-05-26,2016-05-26,46
66,69,4885,40,2016-05-20,100,11945,898526,25,2016-05-26,2016-05-26,44
66,69,7079,70,2016-05-26,50,4705.1,403030,08,2016-05-30,2016-05-27,44
66,69,4889,40,2016-05-21,100,12195,891312,25,2016-05-28,2016-05-28,44
66,69,4883,40,2016-05-25,50,5982,413078,35,2016-05-30,2016-05-30,44
66,69,4811,40,2016-05-23,50,5945.2,448219,35,2016-05-30,2016-05-30,44
66,69,4811,40,2016-05-25,50,6024.4,452583,35,2016-05-30,2016-05-30,44
66,69,4890,40,2016-06-01,50,6026.5,436084,25,2016-06-10,2016-06-10,44
66,69,4890,40,2016-06-06,50,5796.5,425278,25,2016-06-10,2016-06-10,44
66,69,4882,40,2016-06-01,50,5924,432351,25,2016-06-10,2016-06-10,44
66,69,4882,40,2016-06-06,50,5741.5,419678,25,2016-06-10,2016-06-10,44
66,69,7079,70,2016-06-01,50,4481,374676,08,2016-06-28,2016-06-13,44
66,69,7079,70,2016-06-02,99,9139,772229,08,2016-06-28,2016-06-13,44
66,69,0999,41,2016-06-15,36,5971,289573,66,2016-06-16,2016-06-16,46
66,69,0999,41,2016-06-15,2,91,5460,66,2016-06-16,2016-06-16,44
66,69,7079,70,2016-06-15,100,8980.8,777407,08,2016-06-24,2016-06-16,44
66,69,4811,40,2016-06-01,50,6018.4,444393,35,2016-06-21,2016-06-21,44
66,69,4811,40,2016-06-03,50,5944,447110,35,2016-06-21,2016-06-21,44
66,69,4811,40,2016-06-08,50,5933.2,426150,35,2016-06-21,2016-06-21,44
66,69,4811,40,2016-06-14,50,5859,436448,35,2016-06-21,2016-06-21,44
66,69,4883,40,2016-06-01,50,5970,421428,35,2016-06-22,2016-06-22,44
66,69,4883,40,2016-06-03,50,5855,419883,35,2016-06-22,2016-06-22,44
66,69,4883,40,2016-06-08,50,5812.5,447384,35,2016-06-22,2016-06-22,44
66,69,4883,40,2016-06-14,50,6033,455158,35,2016-06-22,2016-06-22,44
66,69,4885,40,2016-06-02,100,11582.5,853086,25,2016-06-24,2016-06-24,44
66,69,4889,40,2016-06-06,100,11964.5,913296,25,2016-06-24,2016-06-24,44
66,69,4885,40,2016-06-13,100,11552,887569,25,2016-06-24,2016-06-24,44
66,69,7079,70,2016-06-23,100,9033.1,788882,08,2016-06-29,2016-06-27,44
66,69,4882,40,2016-06-22,100,11708,851475,25,2016-06-28,2016-06-28,44
66,69,4889,40,2016-06-22,50,5758.5,428588,25,2016-06-28,2016-06-28,44
66,69,4885,40,2016-06-22,50,5515,427900,25,2016-06-28,2016-06-28,44
66,69,4885,40,2016-06-25,50,5947,447104,25,2016-06-28,2016-06-28,44
66,69,4889,40,2016-06-25,50,6081,432684,25,2016-06-28,2016-06-28,44
66,69,4811,40,2016-06-16,50,5768.2,429946,35,2016-06-28,2016-06-28,44
66,69,4811,40,2016-06-21,50,5956.4,434387,35,2016-06-28,2016-06-28,44
66,69,4811,40,2016-06-23,50,5871.8,433270,35,2016-06-28,2016-06-28,44
66,69,4811,40,2016-06-24,50,5881.6,420694,35,2016-06-28,2016-06-28,44
66,69,4883,40,2016-06-20,50,5863.5,437265,35,2016-06-28,2016-06-28,44
66,69,4883,40,2016-06-21,50,5793.5,418648,35,2016-06-28,2016-06-28,44
66,69,4883,40,2016-06-24,50,5856,415102,35,2016-06-28,2016-06-28,44
66,69,4883,40,2016-06-27,50,5666,419450,35,2016-06-28,2016-06-28,44
66,69,7079,70,2016-07-01,100,8746.4,737240,08,2016-07-20,2016-07-11,44
66,69,7079,70,2016-07-04,50,4658,407276,08,2016-07-20,2016-07-11,44
66,69,4811,40,2016-07-06,44,5240.4,426841,35,2016-07-16,2016-07-16,44
66,69,4811,41,2016-07-06,6,847,62086,35,2016-07-16,2016-07-16,46
66,69,7079,70,2016-07-07,50,4401.3,378574,08,2016-07-20,2016-07-18,44
66,69,7079,70,2016-07-10,50,4600.5,417605,08,2016-07-20,2016-07-18,44
66,69,7079,70,2016-07-14,50,4356.8,392162,08,2016-07-29,2016-07-18,44
66,69,7079,70,2016-07-18,50,4435.9,404430,08,2016-07-29,2016-07-19,44
66,69,4882,40,2016-07-05,50,5686,428305,25,2016-07-22,2016-07-22,44
66,69,7079,70,2016-07-21,50,4341.6,391379,08,2016-07-29,2016-07-22,44
66,69,4885,40,2016-07-06,100,11858.5,921859,25,2016-07-24,2016-07-24,44
66,69,4889,40,2016-07-14,50,5881,449272,25,2016-07-24,2016-07-24,44
66,69,4885,40,2016-07-14,50,5756,453111,25,2016-07-24,2016-07-24,44
66,69,4889,40,2016-07-23,50,5784.5,431030,25,2016-07-27,2016-07-24,44
66,69,4885,40,2016-07-23,50,5612.5,413515,25,2016-07-27,2016-07-24,44
66,69,4882,40,2016-07-20,50,5551.5,431202,25,2016-07-25,2016-07-25,44
66,69,4890,40,2016-07-05,50,5831,450342,25,2016-07-26,2016-07-26,44
66,69,4890,40,2016-07-20,50,5694,407246,25,2016-07-26,2016-07-26,44
66,69,7079,70,2016-07-24,50,4376.2,391700,08,2016-07-29,2016-07-26,44
66,69,4885,40,2016-07-25,100,11029,820620,25,2016-07-27,2016-07-27,44
66,69,4883,40,2016-07-11,50,5816.5,456354,35,2016-07-27,2016-07-27,44
66,69,4883,40,2016-07-13,50,5664,437408,35,2016-07-27,2016-07-27,44
66,69,4883,40,2016-07-18,50,5606,434670,35,2016-07-27,2016-07-27,44
66,69,4883,40,2016-07-20,50,5757,442261,35,2016-07-27,2016-07-27,44
66,69,4883,40,2016-07-22,50,5492.5,413889,35,2016-07-27,2016-07-27,44
66,69,4811,40,2016-07-14,50,5988.6,460489,35,2016-07-27,2016-07-27,44
66,69,4811,40,2016-07-16,50,6123.4,479569,35,2016-07-27,2016-07-27,44
66,69,4883,41,2016-07-28,17,3544,146094,35,2016-07-28,2016-07-28,45
66,69,0999,41,2016-07-27,7,925,29415,66,2016-07-28,2016-07-28,46
66,69,4811,40,2016-07-18,50,5689,453063,35,2016-07-28,2016-07-28,44
66,69,4811,40,2016-07-20,50,5706,433917,35,2016-07-28,2016-07-28,44
66,69,4811,40,2016-07-21,50,5778.2,453513,35,2016-07-28,2016-07-28,44
66,69,4811,40,2016-07-26,50,5689.6,419245,35,2016-07-28,2016-07-28,44
66,69,7079,70,2016-07-28,50,4538.1,409550,08,2016-07-29,2016-07-29,44
66,69,7079,70,2016-08-03,49,4362.7,379092,08,2016-08-29,2016-08-10,44
66,69,7079,70,2016-08-07,100,8529.6,727299,08,2016-08-29,2016-08-10,44
66,69,7079,70,2016-08-08,50,4480.9,389972,08,2016-08-29,2016-08-11,44
66,69,4889,40,2016-08-02,44,5003.5,368586,25,2016-08-15,2016-08-15,44
66,69,4889,41,2016-08-02,6,894,60562,25,2016-08-15,2016-08-15,46
66,69,4885,40,2016-08-08,100,10937.5,813382,25,2016-08-15,2016-08-15,44
66,69,4890,40,2016-08-03,50,5583,405023,25,2016-08-16,2016-08-16,44
66,69,4890,40,2016-08-09,50,5681.5,406395,25,2016-08-16,2016-08-16,44
66,69,4882,40,2016-08-03,50,5433,402237,25,2016-08-16,2016-08-16,44
66,69,4882,40,2016-08-09,50,5727.5,405723,25,2016-08-16,2016-08-16,44
66,69,4883,40,2016-08-10,45,5144,362236,35,2016-08-16,2016-08-16,44
66,69,4883,41,2016-08-10,5,585,37840,35,2016-08-16,2016-08-16,46
66,69,4811,40,2016-08-10,50,5939.4,408531,35,2016-08-16,2016-08-16,44
66,69,7079,70,2016-08-11,50,4350,374340,08,2016-08-29,2016-08-16,44
66,69,7079,70,2016-08-14,50,4489.5,375419,08,2016-08-29,2016-08-16,44
66,69,7079,70,2016-08-15,50,4475.5,378453,08,2016-08-30,2016-08-19,44
66,69,7079,70,2016-08-18,50,4402.5,368777,08,2016-08-30,2016-08-19,44
66,69,7079,70,2016-08-21,50,4464.5,390011,08,2016-08-30,2016-08-22,44
66,69,7079,70,2016-08-22,50,4485.8,390850,08,2016-08-30,2016-08-23,44
66,69,0999,41,2016-08-24,11,1420,46709,66,2016-08-25,2016-08-25,46
66,69,7079,70,2016-08-25,50,4637.1,406793,08,2016-08-30,2016-08-26,44
66,69,4885,40,2016-08-24,100,11430.5,843190,25,2016-08-27,2016-08-27,44
66,69,4883,40,2016-08-19,50,5717,413626,35,2016-08-29,2016-08-29,44
66,69,4883,40,2016-08-24,50,5899.5,422491,35,2016-08-29,2016-08-29,44
66,69,4811,40,2016-08-19,50,5950.2,436775,35,2016-08-29,2016-08-29,44
66,69,4811,40,2016-08-24,50,5730,428043,35,2016-08-29,2016-08-29,44
66,69,7079,70,2016-08-28,50,4364.8,370182,08,2016-08-30,2016-08-29,44
66,69,4811,40,2016-08-01,50,5723.2,433257,35,2016-08-31,2016-08-31,44
66,69,4883,40,2016-08-01,50,5737.5,423117,35,2016-08-31,2016-08-31,44
66,69,7079,70,2016-09-01,50,4492.3,382140,08,2016-09-20,2016-09-07,44
66,69,4890,40,2016-09-06,50,5930.5,443695,25,2016-09-09,2016-09-09,44
66,69,4882,40,2016-09-06,50,6071,424081,25,2016-09-12,2016-09-12,44
66,69,7079,70,2016-09-05,100,8833.6,731744,08,2016-09-20,2016-09-12,44
66,69,4885,40,2016-09-07,100,11670.5,860603,25,2016-09-13,2016-09-13,44
66,69,0999,41,2016-09-13,6,667,21535,66,2016-09-13,2016-09-13,46
66,69,0999,41,2016-09-13,1,23,1240,66,2016-09-13,2016-09-13,44
66,69,4883,41,2016-09-12,18,3961.5,149193,35,2016-09-13,2016-09-13,45
66,69,7079,70,2016-09-12,50,4522.1,374399,08,2016-09-30,2016-09-13,44
66,69,4811,40,2016-09-07,50,5972.4,426947,35,2016-09-14,2016-09-14,44
66,69,4883,40,2016-09-02,44,5533.5,394099,35,2016-09-14,2016-09-14,44
66,69,4883,41,2016-09-02,6,807,50716,35,2016-09-14,2016-09-14,46
66,69,4883,40,2016-09-07,100,11189,784686,35,2016-09-14,2016-09-14,44
66,69,4883,40,2016-09-10,50,5855.5,417905,35,2016-09-14,2016-09-14,44
66,69,7079,70,2016-09-13,50,4689.3,383624,08,2016-09-21,2016-09-19,44
66,69,7079,70,2016-09-15,50,4603.6,383008,08,2016-09-21,2016-09-19,44
66,69,7079,70,2016-09-19,50,4581.2,391950,08,2016-09-22,2016-09-21,44
66,69,7079,70,2016-09-21,50,4577.9,394982,08,2016-09-30,2016-09-22,44
66,69,4885,40,2016-09-20,50,5967.5,434876,25,2016-09-25,2016-09-25,44
66,69,4889,40,2016-09-20,50,6196.5,432236,25,2016-09-25,2016-09-25,44
66,69,0999,41,2016-09-26,2,265,8696,66,2016-09-27,2016-09-27,46
66,69,4882,40,2016-09-19,50,5820.5,428754,25,2016-09-28,2016-09-28,44
66,69,7079,70,2016-09-25,100,8962.5,741251,08,2016-09-30,2016-09-28,44
66,69,7079,70,2016-09-26,50,4626.6,382801,08,2016-09-30,2016-09-28,44
66,69,4882,40,2016-09-26,50,6126.5,444082,25,2016-09-29,2016-09-29,44
66,69,4811,40,2016-09-27,50,6017.6,436329,35,2016-09-29,2016-09-29,44
66,69,4883,40,2016-09-19,50,6176,442410,35,2016-09-30,2016-09-30,44
66,69,4883,40,2016-09-26,50,5814.5,408867,35,2016-09-30,2016-09-30,44
66,69,4890,40,2016-09-19,50,6086.5,444469,25,2016-09-30,2016-09-30,44
66,69,7079,70,2016-10-03,50,4668.2,386276,08,2016-10-26,2016-10-07,44
66,69,4890,40,2016-10-04,50,6025.5,438253,25,2016-10-08,2016-10-08,44
66,69,4882,40,2016-10-04,50,5966.5,428624,25,2016-10-08,2016-10-08,44
66,69,4885,40,2016-10-04,100,12366,881868,25,2016-10-11,2016-10-11,44
66,69,4885,40,2016-10-08,100,11784,836147,25,2016-10-11,2016-10-11,44
66,69,4883,41,2016-10-06,29,6132.5,208595,35,2016-10-12,2016-10-12,46
66,69,4890,40,2016-10-10,50,5818.5,397730,25,2016-10-14,2016-10-14,44
66,69,4883,40,2016-10-10,50,5928,418115,35,2016-10-14,2016-10-14,44
66,69,4883,40,2016-10-12,45,5359.5,368363,35,2016-10-14,2016-10-14,44
66,69,4883,41,2016-10-12,5,850,46755,35,2016-10-14,2016-10-14,46
66,69,4811,40,2016-10-06,50,6060.2,446325,35,2016-10-14,2016-10-14,44
66,69,4811,40,2016-10-12,50,6140.6,425375,35,2016-10-14,2016-10-14,44
66,69,7079,70,2016-10-10,50,4835,392399,08,2016-10-26,2016-10-14,44
